name,flag_count,silhouette_score,calinski_harabasz_score,davies_bouldin_score,processing_time,flag_combination
2_flags_semantic_structural,2,0.3819198578530892,103.57209158301528,0.9069228920770435,2.305068016052246,"semantic, structural"
2_flags_semantic_temporal,2,0.2777573775934544,65.26144511874877,1.4856680894592673,1.810603141784668,"semantic, temporal"
2_flags_semantic_categorical,2,0.5292736259659464,92.73419510744725,1.151610855528009,1.8271851539611816,"semantic, categorical"
3_flags_core,3,0.27713128654381236,65.07523191023574,1.4849499325898148,1.727426528930664,"semantic, structural, temporal"
4_flags_original,4,0.32144113264196017,49.1924848284588,1.4292625026805235,1.9220333099365234,"semantic, structural, temporal, categorical"
4_flags_enhanced,4,0.3381974207038311,47.85133935046143,1.3294626822691862,1.9056556224822998,"semantic, structural, relationship, domain"
5_flags_extended,5,0.1903950247588113,29.260320659488084,1.8024970884392062,2.161813497543335,"semantic, structural, temporal, categorical, relationship"
6_flags_complete,6,0.1778210767660581,30.360103481718678,1.7376905247361685,2.006953239440918,"semantic, structural, temporal, categorical, relationship, domain"
baseline_tfidf,1,0.2575147623726097,20.96992509709361,2.126423950407907,1.1439316272735596,tfidf
